Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
B00309813-I1,BROOKLYN,,2020-02-07,2025-05-02,1910,2025-09-25,140.0,,Permit Entire,3324388,308,40.67465,-73.9665,203,UNDERHILL AVENUE,3,1173,1,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00325973-I1,BROOKLYN,,2020-05-06,2025-05-02,1821,2025-12-31,567.0,,Permit Entire,3098980,305,40.66488,-73.86596,757,WORTMAN AVENUE,3,4530,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00326128-I1,BROOKLYN,,2020-03-10,2025-05-02,1878,2025-09-26,308.0,,Permit Entire,3000370,302,40.6904,-73.98239,9,DEKALB AVENUE,3,149,7503,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00341768-I1,BROOKLYN,,2021-08-30,2025-05-02,1340,2025-08-08,100.0,,Permit Entire,3332223,306,40.6752,-74.00468,70,BUSH STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00342196-I1,BROOKLYN,,2021-05-10,2025-05-02,1452,2025-08-08,100.0,,Permit Entire,3326975,306,40.67609,-74.00789,442,COLUMBIA STREET,3,533,1,DSENY ENGINEERING SERVICES  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00342292-I1,BROOKLYN,,2021-08-30,2025-05-02,1340,2025-08-08,134.0,,Permit Entire,3332069,306,40.6752,-74.00468,451,COLUMBIA STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00344339-I1,BROOKLYN,,2020-05-19,2025-05-02,1808,2025-06-17,570.0,,Permit Entire,3245726,313,40.57597,-73.95594,1311,BRIGHTWATER AVENUE,3,8721,375,CONAPAC SERVICES  DBA,1,DOB NOW,Local Law 11,Other Zoning Districts
B00350357-I1,BROOKLYN,,2021-01-08,2025-05-02,1574,2025-08-08,100.0,,Permit Entire,3332218,306,40.6752,-74.00468,93,CENTRE MALL,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00350369-I1,BROOKLYN,,2021-01-21,2025-05-02,1561,2025-08-08,100.0,,Permit Entire,3332217,306,40.6752,-74.00468,92,CENTRE MALL,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00350607-I1,BROOKLYN,,2021-01-08,2025-05-02,1574,2025-08-08,100.0,,Permit Entire,3332224,306,40.6752,-74.00468,748,HENRY STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00350644-I1,BROOKLYN,,2021-04-22,2025-05-02,1470,2025-08-08,100.0,,Permit Entire,3332216,306,40.6752,-74.00468,31,CENTRE MALL,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00350970-I1,BROOKLYN,,2021-03-17,2025-05-02,1506,2025-08-08,100.0,,Permit Entire,3332229,306,40.6752,-74.00468,79,LORRAINE STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00350981-I1,BROOKLYN,,2021-03-16,2025-05-02,1507,2025-08-08,100.0,,Permit Entire,3332220,306,40.6752,-74.00468,624,CLINTON STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00351066-I1,BROOKLYN,,2021-03-16,2025-05-02,1507,2025-08-08,100.0,,Permit Entire,3332221,306,40.6752,-74.00468,465,COLUMBIA STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00351731-I1,BROOKLYN,,2020-07-22,2025-05-02,1744,2025-08-08,100.0,,Permit Entire,3332219,306,40.6752,-74.00468,604,CLINTON STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00351739-I1,BROOKLYN,,2021-04-23,2025-05-02,1469,2025-08-08,100.0,,Permit Entire,3332228,306,40.6752,-74.00468,791,HICKS STREET,3,538,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00352323-I1,BROOKLYN,,2020-06-09,2025-05-02,1787,2025-10-18,86.0,,Permit Entire,3041354,316,40.68105,-73.91284,303,SUMPTER STREET,3,1521,66,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00353746-I1,BROOKLYN,,2020-06-30,2025-05-02,1766,2025-09-05,83.0,,Permit Entire,3059648,301,40.70881,-73.95998,240,BROADWAY,3,2140,13,KZ ENGINEERING  PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00357772-I1,BROOKLYN,,2020-06-15,2025-05-02,1781,2025-06-02,257.0,,Permit Entire,3059118,302,40.68815,-73.96954,317,CLERMONT AVENUE,3,2105,1,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00376372-I1,BROOKLYN,,2020-10-01,2025-05-02,1673,2025-05-25,90.0,,Permit Entire,3051074,303,40.68581,-73.95122,390,NOSTRAND AVENUE,3,1812,42,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00377702-I1,BROOKLYN,,2020-08-17,2025-05-02,1718,2025-06-05,55.0,,Permit Entire,3061297,301,40.70191,-73.95177,79,LORIMER STREET,3,2241,64,ALBERTO ROMAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00380570-I1,BROOKLYN,,2020-09-11,2025-05-02,1693,2026-02-27,1070.0,,Permit Entire,3029715,309,40.66766,-73.95982,49,CROWN STREET,3,1189,60,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00387198-I1,BROOKLYN,,2020-08-24,2025-05-02,1711,2025-08-12,363.0,,Permit Entire,3061651,301,40.72061,-73.95819,96,NORTH 10 STREET,3,2303,9,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00391239-I1,BROOKLYN,,2020-09-01,2025-05-02,1703,2026-02-27,60.0,,Permit Entire,3018397,306,40.68243,-73.97688,433,DEAN STREET,3,928,49,URBAN INTEGRATIONS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00393457-I1,BROOKLYN,,2020-09-02,2025-05-02,1702,2025-07-14,1336.0,,Permit Entire,3189540,313,40.5746,-73.99143,2950,WEST 24 STREET,3,7055,13,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00394526-I1,BROOKLYN,,2020-09-04,2025-05-02,1700,2025-08-01,225.0,,Permit Entire,3057474,302,40.68521,-73.97482,62,HANSON PLACE,3,2003,7502,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
B00397979-I1,BROOKLYN,,2020-09-23,2025-05-02,1681,2025-07-01,106.0,,Permit Entire,3392419,307,40.66503,-73.99074,162,16 STREET,3,1052,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00405307-I1,BROOKLYN,,2020-10-05,2025-05-02,1669,2025-07-01,55.0,,Permit Entire,3049938,303,40.68958,-73.95072,600,LAFAYETTE AVENUE,3,1789,12,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00406810-I1,BROOKLYN,,2020-10-28,2025-05-02,1646,2025-09-24,172.0,,Permit Entire,3000519,302,40.68792,-73.98261,285,SCHERMERHORN STREET,3,166,7501,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00409598-I1,BROOKLYN,,2020-10-09,2025-05-02,1665,2025-08-11,25.0,,Permit Entire,3043001,303,40.69474,-73.94012,117,MARCUS GARVEY BOULEVARD,3,1591,9,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00413102-I1,BROOKLYN,,2021-04-29,2025-05-02,1463,2025-09-30,69.0,,Permit Entire,3426350,307,40.65042,-74.00902,4308,4 AVENUE,3,728,36,BRAND ACCESS SOLUTIONS,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00416320-I1,BROOKLYN,,2020-11-05,2025-05-02,1638,2026-02-27,698.0,,Permit Entire,3029254,308,40.67451,-73.95977,753,CLASSON AVENUE,3,1168,6,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00419189-I1,BROOKLYN,,2020-10-27,2025-05-02,1647,2025-08-01,43.0,,Permit Entire,3399814,302,40.69498,-73.97155,90,CLERMONT AVENUE,3,2045,67,BRIAN T. O'CONNOR,1,DOB NOW,Local Law 11,Other Zoning Districts
B00420587-I1,BROOKLYN,,2020-10-29,2025-05-02,1645,2025-09-25,84.0,,Permit Entire,3245430,313,40.57945,-73.95771,125,BRIGHTON 11 STREET,3,8709,100,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00423810-I1,BROOKLYN,,2021-01-28,2025-05-02,1554,2025-12-20,1122.0,,Permit Entire,3055375,302,40.68924,-73.96338,309,LAFAYETTE AVENUE,3,1933,60,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00424622-I1,BROOKLYN,,2021-04-06,2025-05-02,1486,2025-09-30,55.0,,Permit Entire,3010926,307,40.65056,-74.00924,362,43 STREET,3,728,33,BRAND ACCESS SOLUTIONS,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00424629-I1,BROOKLYN,,2021-04-06,2025-05-02,1486,2025-09-30,85.0,,Permit Entire,3010927,307,40.65028,-74.00912,4314,4 AVENUE,3,728,41,BRAND ACCESS SOLUTIONS,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00426334-I1,BROOKLYN,,2020-11-12,2025-05-02,1631,2025-12-30,237.0,,Permit Entire,3002094,302,40.69336,-73.99101,26,COURT STREET,3,250,1,NICHOLAS J. DEFELICE  P.E.,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00426900-I1,BROOKLYN,,2020-11-12,2025-05-02,1631,2025-06-18,750.0,,Permit Entire,3326602,316,40.65533,-73.90927,1371,LINDEN BOULEVARD,3,3633,1,SAGHARI ARCHITECTURAL SERVICES P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00426921-I1,BROOKLYN,,2020-11-12,2025-05-02,1631,2025-06-18,300.0,,Permit Entire,3326603,316,40.65533,-73.90927,1381,LINDEN BOULEVARD,3,3633,1,SAGHARI ARCHITECTURAL SERVICES P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00428123-I1,BROOKLYN,,2020-11-16,2025-05-02,1627,2026-01-25,90.0,,Permit Entire,3329459,302,40.69371,-73.99155,188,MONTAGUE STREET,3,250,36,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00431537-I1,BROOKLYN,,2020-11-23,2025-05-02,1620,2025-11-03,60.0,,Permit Entire,3398476,301,40.71772,-73.95857,141,NORTH 6 STREET,3,2327,32,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00432785-I1,BROOKLYN,,2020-11-25,2025-05-02,1618,2026-02-27,35.0,,Permit Entire,3326986,306,40.66335,-73.98245,409,14 STREET,3,1100,60,URBAN INTEGRATIONS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00437016-I1,BROOKLYN,,2020-12-24,2025-05-02,1589,2025-11-01,30.0,,Permit Entire,3196278,313,40.58001,-73.98172,2769,STILLWELL AVENUE,3,7247,173,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00451835-I1,BROOKLYN,,2021-01-28,2025-05-02,1554,2025-06-27,1340.0,,Permit Entire,3335262,302,40.69466,-73.97468,117,NORTH OXFORD WALK,3,2041,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00452170-I1,BROOKLYN,,2021-01-28,2025-05-02,1554,2025-06-27,1525.0,,Permit Entire,3335249,302,40.69466,-73.97468,60,CARLTON AVENUE,3,2041,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00452343-I1,BROOKLYN,,2021-01-28,2025-05-02,1554,2025-06-27,1219.0,,Permit Entire,3335261,302,40.69466,-73.97468,79,NORTH OXFORD WALK,3,2041,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00457402-I1,BROOKLYN,,2021-02-09,2025-05-02,1542,2025-05-15,955.0,,Permit Entire,3188894,313,40.57719,-73.99089,2824,WEST   23 STREET,3,7015,15,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00457919-I1,BROOKLYN,,2021-01-22,2025-05-02,1560,2025-05-14,40.0,,Permit Entire,3053641,303,40.68021,-73.94255,1465,FULTON STREET,3,1857,29,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00458577-I1,BROOKLYN,,2021-02-16,2025-05-02,1535,2025-11-14,1314.0,,Permit Entire,3327725,309,40.65663,-73.94414,689,NEW YORK AVENUE,3,4829,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00460932-I1,BROOKLYN,,2021-01-28,2025-05-02,1554,2025-10-18,186.0,,Permit Entire,3000479,302,40.68848,-73.98189,291,LIVINGSTON STREET,3,161,61,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00461532-I1,BROOKLYN,,2021-02-05,2025-05-02,1546,2025-08-11,495.0,,Permit Entire,3413799,316,40.67378,-73.91831,1481,ST MARKS AVENUE,3,1452,66,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00468001-I1,BROOKLYN,,2021-02-18,2025-05-02,1533,2025-12-18,972.0,,Permit Entire,3348094,302,40.69919,-73.96567,25,WASHINGTON AVENUE,3,2023,150,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00473729-I1,BROOKLYN,,2021-02-22,2025-05-02,1529,2025-09-09,166.0,,Permit Entire,3130529,312,40.62612,-73.98529,1728,54 STREET,3,5486,18,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00485179-I1,BROOKLYN,,2021-03-18,2025-05-02,1505,2026-03-02,29.0,,Permit Entire,3038765,316,40.67512,-73.90789,2340,PACIFIC STREET,3,1443,11,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00489715-I1,BROOKLYN,,2021-04-16,2025-05-02,1476,2025-08-04,200.0,,Permit Entire,3211030,314,40.61494,-73.94706,2705,KINGS HIGHWAY,3,7681,10,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00489724-I1,BROOKLYN,,2021-03-26,2025-05-02,1497,2025-08-04,200.0,,Permit Entire,3211074,314,40.61546,-73.94625,2807,KINGS HIGHWAY,3,7682,16,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Other Zoning Districts
B00491660-I1,BROOKLYN,,2021-04-07,2025-05-02,1485,2026-01-14,112.0,,Permit Entire,3337041,305,40.67213,-73.87233,475,FOUNTAIN AVENUE,3,4292,61,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00492114-I1,BROOKLYN,,2021-03-29,2025-05-02,1494,2026-01-16,47.0,,Permit Entire,3326949,316,40.6712,-73.90606,89,CHRISTOPHER AVENUE,3,3709,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00493991-I1,BROOKLYN,,2021-03-30,2025-05-02,1493,2025-12-20,107.0,,Permit Entire,3170327,314,40.6289,-73.97202,800,OCEAN PARKWAY,3,6503,20,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00493999-I1,BROOKLYN,,2024-02-20,2025-05-02,436,2025-12-20,25.0,,Permit Entire,3170328,314,40.62838,-73.97206,820,OCEAN PARKWAY,3,6503,30,BITOPI CONSULTANTS LLC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00494873-I1,BROOKLYN,,2021-04-17,2025-05-02,1475,2025-07-27,21.0,,Permit Entire,3119056,317,40.64322,-73.95293,2517,CLARENDON ROAD,3,5169,35,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00494938-I1,BROOKLYN,,2021-04-05,2025-05-02,1487,2026-02-27,199.0,,Permit Entire,3329709,303,40.67981,-73.94633,1360,FULTON STREET,3,1862,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00497348-I1,BROOKLYN,,2021-04-02,2025-05-02,1490,2025-11-14,57.0,,Permit Entire,3057410,303,40.68162,-73.95556,499,FRANKLIN AVENUE,3,1999,3,NCE CONSULTING ENGINEERS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00501312-I1,BROOKLYN,,2021-04-13,2025-05-02,1479,2025-09-27,66.0,,Permit Entire,3037335,308,40.66926,-73.93157,1123,EASTERN PARKWAY,3,1390,51,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00501363-I1,BROOKLYN,,2021-04-13,2025-05-02,1479,2025-06-03,371.0,,Permit Entire,3379533,303,40.69491,-73.93694,75,LEWIS AVENUE,3,1592,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00501953-I1,BROOKLYN,,2021-04-20,2025-05-02,1472,2026-01-14,32.0,,Permit Entire,3337020,305,40.67213,-73.87233,1260,SUTTER AVENUE,3,4292,61,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00510538-I1,BROOKLYN,,2021-05-03,2025-05-02,1459,2025-05-16,60.0,,Permit Entire,3430064,301,40.72015,-73.96042,76,NORTH    8 STREET,3,2317,18,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00511222-I1,BROOKLYN,,2021-09-29,2025-05-02,1310,2025-12-31,44.0,,Permit Entire,3336215,314,40.6496,-73.95717,911,FLATBUSH AVENUE,3,5103,10,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00511545-I1,BROOKLYN,,2021-04-28,2025-05-02,1464,2025-06-10,60.0,,Permit Entire,3114008,317,40.63583,-73.94634,620,EAST   32 STREET,3,5006,50,BRIAN T. O'CONNOR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00515869-I1,BROOKLYN,,2021-05-21,2025-05-02,1441,2025-07-01,60.0,,Permit Entire,3187985,313,40.58057,-74.00587,3752,BAYVIEW AVENUE,3,6956,13,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00518548-I1,BROOKLYN,,2021-05-11,2025-05-02,1451,2025-06-26,30.0,,Permit Entire,3025596,306,40.6682,-73.9778,540,5 STREET,3,1084,37,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00525350-I1,BROOKLYN,,2021-05-27,2025-05-02,1435,2025-09-21,314.0,,Permit Entire,3029636,308,40.67324,-73.96705,41,EASTERN PARKWAY,3,1179,96,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00528662-I1,BROOKLYN,,2021-05-27,2025-05-02,1435,2025-09-03,35.0,,Permit Entire,3011626,307,40.64631,-74.00588,4520,6 AVENUE,3,748,45,NAVI STRUCTURAL ENGINEERING  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00535108-I1,BROOKLYN,,2021-06-17,2025-05-02,1414,2025-09-03,79.0,,Permit Entire,3391531,302,40.68381,-73.9866,433,WARREN STREET,3,393,7502,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00540000-I1,BROOKLYN,,2021-06-17,2025-05-02,1414,2025-10-02,28.0,,Permit Entire,3337258,307,40.64518,-74.01442,5216,4 AVENUE,3,806,43,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00543155-I1,BROOKLYN,,2021-06-21,2025-05-02,1410,2025-06-18,56.0,,Permit Entire,3114714,309,40.66096,-73.95676,174,LINCOLN ROAD,3,5029,6,SYED ENGINEERING  P.C.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00543387-I1,BROOKLYN,,2021-06-29,2025-05-02,1402,2025-06-06,34.0,,Permit Entire,3395433,305,40.67398,-73.90052,100,WILLIAMS AVENUE,3,3682,55,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00553176-I1,BROOKLYN,,2021-07-07,2025-05-02,1394,2025-06-17,680.0,,Permit Entire,3245725,313,40.57665,-73.95619,35,SEACOAST TERRACE,3,8721,360,NCE CONSULTING ENGINEERS,1,DOB NOW,Local Law 11,Other Zoning Districts
B00553764-I1,BROOKLYN,,2021-07-09,2025-05-02,1392,2025-06-26,67.0,,Permit Entire,3177499,315,40.60653,-73.96523,711,KINGS HIGHWAY,3,6664,25,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00554180-I1,BROOKLYN,,2021-07-16,2025-05-02,1385,2025-06-17,299.0,,Permit Entire,3189607,313,40.57596,-73.98169,1301,SURF AVENUE,3,7064,16,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00555809-I1,BROOKLYN,,2021-08-25,2025-05-02,1345,2025-08-23,415.0,,Permit Entire,3389381,308,40.67978,-73.96454,630,WASHINGTON AVENUE,3,1131,7501,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00560531-I1,BROOKLYN,,2021-07-23,2025-05-02,1378,2025-06-06,90.0,,Permit Entire,3319420,302,40.69651,-73.9918,10,CLINTON STREET,3,238,35,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00561510-I1,BROOKLYN,,2021-08-13,2025-05-02,1357,2025-05-14,28.0,,Permit Entire,3074956,304,40.6926,-73.92529,608,VAN BUREN STREET,3,3283,23,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00561752-I1,BROOKLYN,,2021-08-02,2025-05-02,1368,2025-11-19,620.0,,Permit Entire,3003212,306,40.6885,-73.99781,380,HENRY STREET,3,300,17,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00563484-I1,BROOKLYN,,2021-08-12,2025-05-02,1358,2025-08-04,340.0,,Permit Entire,3206459,318,40.63069,-73.94361,1655,FLATBUSH AVENUE,3,7579,10,SYED ENGINEERING  P.C.,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00564236-I1,BROOKLYN,,2021-07-27,2025-05-02,1374,2026-01-21,189.0,,Permit Entire,3428882,312,40.63617,-74.00807,816,58 STREET,3,5700,12,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00566082-I1,BROOKLYN,,2021-08-09,2025-05-02,1361,2025-09-29,194.0,,Permit Entire,3107316,309,40.6586,-73.94568,636,BROOKLYN AVENUE,3,4815,37,ASIF JAMIL  RA,1,DOB NOW,Local Law 11,Other Zoning Districts
B00568273-I1,BROOKLYN,,2021-08-04,2025-05-02,1366,2025-06-02,86.0,,Permit Entire,3008793,306,40.67653,-74.015,131,COFFEY STREET,3,597,15,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00568278-I1,BROOKLYN,,2023-04-05,2025-05-02,757,2025-11-19,80.0,,Permit Entire,3120561,314,40.63617,-73.96124,593,EAST 17 STREET,3,5217,53,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00568821-I1,BROOKLYN,,2021-08-27,2025-05-02,1343,2025-10-26,164.0,,Permit Entire,3024216,307,40.66389,-73.98938,261,PROSPECT AVENUE,3,1053,79,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00568880-I1,BROOKLYN,,2022-06-22,2025-05-02,1044,2025-05-20,1148.0,,Permit Entire,3057942,302,40.69676,-73.97697,101,PARK AVENUE,3,2028,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00572389-I1,BROOKLYN,,2021-08-09,2025-05-02,1361,2025-07-19,53.0,,Permit Entire,3063199,301,40.70943,-73.95334,353,SOUTH    3 STREET,3,2424,32,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00572413-I1,BROOKLYN,,2021-08-09,2025-05-02,1361,2025-07-19,47.0,,Permit Entire,3063198,301,40.70938,-73.9532,357,SOUTH    3 STREET,3,2424,31,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00574771-I1,BROOKLYN,,2021-08-19,2025-05-02,1351,2025-07-24,1114.0,,Permit Entire,3001727,302,40.69761,-73.99217,101,CLARK STREET,3,232,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00576881-I1,BROOKLYN,,2021-08-23,2025-05-02,1347,2025-09-24,60.0,,Permit Entire,3424473,302,40.68749,-73.9815,319,SCHERMERHORN STREET,3,167,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00578647-I1,BROOKLYN,,2021-08-19,2025-05-02,1351,2025-09-04,20.0,,Permit Entire,3003420,306,40.68638,-73.99426,226,COURT STREET,3,307,34,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00578823-I1,BROOKLYN,,2021-08-23,2025-05-02,1347,2025-07-01,144.0,,Permit Entire,3003469,306,40.68736,-73.99815,404,HENRY STREET,3,310,20,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00581246-I1,BROOKLYN,,2021-08-23,2025-05-02,1347,2025-08-11,220.0,,Permit Entire,3390869,314,40.63112,-73.97228,702,OCEAN PARKWAY,3,5423,7501,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00583553-I1,BROOKLYN,,2021-09-13,2025-05-02,1326,2025-09-12,236.0,,Permit Entire,3204411,315,40.58931,-73.94913,2951,OCEAN AVENUE,3,7441,245,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00584062-S1,BROOKLYN,,2021-10-08,2025-05-02,1301,2025-07-01,10.0,,Permit Entire,3019597,306,40.67665,-73.97799,180,SIXTH AVENUE,3,950,24,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00585272-I1,BROOKLYN,,2021-08-30,2025-05-02,1340,2025-09-08,90.0,,Permit Entire,3145825,310,40.63273,-74.02091,505,OVINGTON AVENUE,3,5874,90,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
